Factorisations Of Cunningham Numbers C-(3,n) = 3^n - 1

Canonical Representation Of Factorisations

1. Factorisations are given from smallest to largest factor, with a period '.'
   separating factors.
2. Multiplicity of factors is indicated with the carat '^' in ascii tradition
   for the text version of the tables but not the HTML version.
3. The backslash '\' is used to indicate continuation of a line, the decimal
   digit representation of the number does not stop but continues on the next
   line as if no break had occured. This can sometimes make for bad breaks, but
   such is life.

Notation Used In The Tables

1. #Fac is the number of (non distinct) prime factors in an expression.
2. A plussed #Fac means that more prime factors exist but they are unknown due
   to an unfactored composite in the expression.

========================================================================================================================

   n  #Fac  Factorisation
            21974595662761339222271626247966116126450162880692588587183952237
 549    12  2.13.733.757.603901.7121629.97806913.2421854958301.105293313660391861035901.7165195867462155138286987098273\
            769.220257342188626832493266960690843824669780354485938649638296830097.356265368651049223910803238061708273\
            2156242842616162825723847702907940018500495173105587888701257077
 550    24  2^3.11^3.23.61.67.151.661.1321.3851.8951.391151.659671.669901.22996651.24472341743191.560088668384411.12108\
            3372541491664042201.1067981089624261919976337719009583271701.3727866126150017418691863139059607872522614787\
            55201.2184618099425061500147268880843478755794738604041083109375948881000595001
 551     9  2.59.1103.1597.28537.363889.20381027.7604659726961295940001656761647647688237203697208612553847315530863763\
            04874494487338171617.23408081529483239113958601472036272146977812898617429877286253327355876815238849729097\
            56080727845383467660278833673901008995578431930953470406128991
 552    28  2^5.5.7.13.41.47.73.139.277.1289.5107.6481.9109.132619.1476463.12553493.1001523179.23535794707.706013706277\
            01.2461243576713869557.4897293118613530475909412835121446993.743170846305411756447828504941347481129.107605\
            0302914923449767311155851656076154481.194407380392117991683852248400884754380925663377
 553    10  2.1093.317093519.432853009.392038110671.145171177264407947.240780364415138273081833.87342335082383885287816\
            699213.1496011698256808140870327017215159254210989805180702509984299821.13118565679889754196112474596174641\
            97060581406673461639594334403781089672393080946888216894062632439
 554    10  2^3.13297.15801743.478803193369.43035232876181345838699618577.101071313380773599319140923347831746047.62852\
            39492015788390965505226507867427477299140885418868744787.96093835737198987630852488215668046851137095982583\
            744906497662037435603571748141245792156421257518028298294596143
 555    21  2.11^2.13.2221.4561.17761.35521.146891.13097927.18702169.119779213.228082801.17189128703.49804972211.878418\
            14842081.3867972842907961.1654235911196704741.6962353413269964253.28024137280881912731639206919080843251266\
            44440764112648781.34183431467734971387268820282992063280392406850291420377543690221
 556    16  2^4.5.557.1669.1107553.5430731.26436515641.8207398122145081.1113626506203380968993.177357942201723136922209\
            44999595159.13857905391453292485606236633776204574597.11521520111154653831769682090141712960761670979804394\
            4747.6217073567621646188942987882827287720857305423132773876341378217457
 557     5  2.876719.738062910427842529349814970162431779.31212257157054463252180370125069868081029.1413285511583236801\
            42494561844528217875286680165100437035410041948458163903852643016269945244352568029263535610842597510429261\
            5896850406676076208996349287312992213210209946684007012489
 558    28  2^3.7.13.19.37.373.683.757.1117.2791.6883.31249.102673.229897.541447.3058399.4404047.6866191.259381279.6186\
            894751.22434744889.197940355003.88239050462461.26273701844015319144827917.180637206229133779136131870647618\
            9259.73359691843377278752103317712455408871941453709380600726770643232683599826872817565929
 559    12  2.431.5591.797161.363424907.246489783634693.380808546861411923.2335335318506881393.481462259966792434510742\
            876635621.547743001660321354161077319158425694627.556468776195943621710952435303591846520579474081732535793\
            1.1143902877494188706544905961956243564640222505588915751880389572381
 560    42  2^6.5^2.11^2.17.29.41.61.71.113.193.281.547.1093.1181.14401.16493.18481.19489.73361.430697.647753.28596961.
            32839661.42521761.94373861.2664097031.4035574481.128653413121.374857981681.36214795668330833.36987956011699\
            0841.419208734084813681.3353336738929580410561.122082169547398535336209894561.26723536068577982310217300362\
            41
 561    15  2.13.23.1871.3851.6359.12853.34511.2413941289.99810171997.1272753542934479.3411926755457243.462734945368154\
            372497.527447346649058852221083363397206345775307.148993595240498945996806882552160989407786714667140346769\
            0280373477075983175560807485374020289631014064618157400542172265134381385713
 562    14  2^3.563.3373.422063.434989.1000081249.38012519036699.124205327610431.543615007915184215523.2397212236344676\
            495763.27451255028998486919447695885731956353.2944506957886361210478941813315925666114845387568403239326357\
            8374823854755200938919581381543747105355134879568496869483416658932556201
 563     8  2.14639.833967397.3232624393.2417050476241.41052191913815517786897602917577867.4844178602966086675146940168\
            1586420148245669353574412765269421980595497614807017057.109692886459440969300377658104478423120088943746701\
            762358534513700601606657449144316932723744879728075262893120599613
 564    28  2^4.5.7.13.73.283.1129.1223.16921.21997.256057.5112661.79675153.96656723.194235961.161969595577.56383864975\
            3.1534179947851.2031161085853.93953407627827115729.165301473942399079669.3798402051319990403467.12775410048\
            94145634521793241.125384283132205265785477849439329.306726777585169385011610348965432785335593
 565    11  2.11^2.227.1583.2172539.44584191057421.25980807832750689658262178521983417527371.52625645301206398079613112\
            7321354599535039.1496938870745022364375511089030015773702168544719159170941.2172621912435642807142092867164\
            558162597644301024455462836633839037991893168426705180325903163252941211
 566    11  2^3.133227911.1830824353.306487563493.1257602943398454563.542985073109767895287.146355350536905968834259447\
            3350302719109.333471404978121305867386307545394002564926960194022298805289538920355770229.56375030434637113\
            02785197075523227977754476479417792282366672851461413293171897240803829
 567    18  2.13.109.433.757.1093.3889.8209.368089.1190701.12557612956332313.144542918285300809.49888641454623789553.26\
            369913549996278516269.45111196029657508252387343389.67775349707440873247475442867753.4875035821386247507042\
            8657195079499092364689.666677303663223168496480892592225989106568593463027733912161
 568    22  2^5.5.41.569.853.2131.82219.2578667177.3099719989.3672239816477.4052490063499.9159751032889.61625929359409.
            4184419330738062569.653165498937448839705668161.3754733257489862401973357979128773.167649964410524100307472\
            482005060261887957.156925315732611097595955658432138660296622029903956802703785017
 569     5  2.677111.171320564838201511904772549355954093.5161305975301277308212506311431787717622806658169433983120645\
            287083254488481027521553704399629277222751737147807423.2533582013121414478316771870805130711922506246328246\
            8429398549183946439816187376449665993945018712053767483441031629
 570    33  2^3.7.11^2.13.31.61.191.229.271.571.1597.2851.3079.4561.11971.39901.53923.79801.101917.248749.363889.116232\
            0517.1824179209.5731756981.29574984661.25349956307509384561.107919731669693201297881.7895808769460932143966\
            0131899631.6733238586040336762338876960599521.127374612609671206099801455938838908563158125266771097155261
 571     3  2.890761.15326579953319537674434619252378388195100019260317936916691255246832481359316075088519910458809319\
            56212261502411364686649574272420934902671989135342580345876255194546512160569120438009008472784618024234268\
            32525455184869040409683152092479276482775477126858585370943093
 572    20  2^4.5.23.53.67.661.3851.5501.53197.398581.570461.797161.4795973261.8724847561.45040109496710622959391872603\
            313706446921645052790773.1198014380856762535048758241151960180137876946928788681521.41124513705343289933399\
            8192375993661447615778841873632377189726282597131710832548537646917863040598996441
 573    14  2.13.383.311713.1395829.15228049.9593931911.191767493773.1494750313938269233.52279762365721011661.338819462\
            0796866088519622669.14392074847295204526143504797565870269.901842005515892844463909290127156126577640721697\
            942581.5890868591760365434332005074929710400548909181468214858888800348369500317
 574    14  2^3.83.547.1093.33703.2236879.2526913.86950696619.63306570925501.270547105429567.30391354210606687983336612\
            045428430194595560578199348721382788842599327050024218811380848151419.2153815505142676918154751239812514551\
            481357236630129622919758331450476553285988116532295282822690159583410271804001
 575    15  2.11^2.47.1151.8951.391151.1975931.1001523179.6273542442241.1147615958647770851.52370346649565455417091.243\
            100818052550571272923886250428813459958001.1870498802303395513188406680338591494004387711652241702299790637\
            5751.142215002018456584026787063953316923624471539465701514401165258871874405518051
 576    42  2^8.5.7.13.17.19.37.41.73.97.193.577.757.769.1153.6481.7297.64513.68737.76801.530713.21523361.96948097.6026\
            27329.1418632417.24127552321.282429005041.56227703611393.70613232600577.77826286120321.926510094425921.2670\
            37263019450369.185901652872784317405136897.18192836590961015953625348814337.81754966841140318493187568203841
 577     7  2.1758616206671.320535087664410947.21124577988954378706562426699.2883042291035918919488259490805466705119.4\
            77350833522476258826705274670317082147893737193497151.60731021993279759809728443510833290103599947930889768\
            50580430812611415752504533801380002694658796137303919214318689634831023
 578    16  2^3.103.307.1021.1871.34511.44507.1088953.3766249.179061915490699.9765621200099707.31050992819328421.292613\
            02905275605699425268061055994060599985823028438943977412644634737363373.12346499120888140690579541123396072\
            6749691238502531224478704471734028506037476876109798109673292083661164501826940154891
 579    10  2.13.6563.29723.2346066378779.26337570509291567389.218246094772601642186973037.4807133922763657180728084645\
            10304281.607981469094652492202396647678317419649770543.8961878192864261182235017935491953528003021551658594\
            3297086066021592407768194454524828721420580570917570326418874808955920605309
 580    28  2^4.5^2.11^2.59.61.523.1181.6091.12413.28537.2881441.5385997.20381027.59086051.1027258301.25481953741.31594\
            21788711031.76455796243959454561.738654079881247833101.37945127666529000523013.4942615627283111677404623687\
            381.7713009446704071007114500482732222051621.183349688798536618131199274872809217263632838323547361
 581     9  2.167.1093.1163.12119.1036745531.950996059627210897943351.15405080652360541860434857813626384150523357.2063\
            10341212220504102372300638509727086813515063067306395991492589250150251992379198374615778898817021570285141\
            924505131974239836081679009154610157818383627599227078378781781844923912805479
 582    19  2^3.7.13.76631.189733.1693621.80640757.459991849.503803759819.2549755542947.184812684901540537.959416050162\
            6613625431.1989549405617260510054951.20591603926857377806745611.48845962828028421155731228333.2726865189058\
            261010774960798134976187171462721.5852407890668586529163364311233328351058899596487336893
 583    10  2.23.107.3851.24169.96779.228527014581832693.480232466488974827.3747607031112307667.79578079299664878183841\
            08402522946569251976603657307550974286499228465471507855013019001232281004259435012209692171293468328759209\
            902005830434369893213191177853763667242919447347161369038726626536849373048309
 584    20  2^5.5.41.293.439.11243.20149.15768033143.65138399321.18678646095653.9460375336977361.1047013338807636329.86\
            782247836514775846688349.961743544915378365754610333.38488154120055537150068589763279.373081083157924156757\
            3272516876356253219611771804993995501197217846197755582238694602863094611651650433398209
 585    26  2.11^2.13^2.131.181.313.757.1621.2341.4561.6553.7333.692641.797161.927001.3701101.4162861.39838501.18467944\
            57.110133112994711.2821964307371847613.5953777759294129441.98139929939748977208994554331725481.648617803668\
            52187953533038456016327227516423236686360224840876359157666103175914919249930947419798065351926088321
 586    11  2^3.587.1759.3517.103483820887.64911612051881874971.2078027659694323316196007798843459853366512641843942412\
            939027.11762662987155419062634271699950787577629209862246689549991523.8213667936946093637865866514244427645\
            86582465726578000607890252986750548525784235602653759898115835317059892460938193
 587     8  2.466079.13152323.645446916044561004799825839125327.1048103888628429160984645776606224045032081.65654207366\
            367155415201780117119460885628511.10994467441005798959066699751380077376871526520617.1963282977159844930496\
            742503083917124048342710121288038237169461970036947860813293592333336340172441
 588    43  2^4.5.7^3.13.29.43.73.197.491.547.1093.1471.2269.2857.3529.4019.8233.15583.16493.16661.47041.51157.131713.3\
            68089.3663241.109688713.119471899.200568859.251325313.857643277.127522693159.426712077457.882757098511.3401\
            3149495921.3355185337854292321.8240215921531652188201.1415305796372175536297370217888321.254395969103901649\
            521223867932173929
 589   11+  2.683.1597.7069.102673.363889.4404047.127167457.188002714453.15211987064329401478201.1146310457408695342663\
            18001286610142690524494520396981246471043971278929018007829004919425240266745516808941655486508709705186929\
            082707571961178929739616177137811301413373731535644733411086363965710012997419835201
 590    17  2^3.11^2.61.3187.739861.14425532687.311834125441.489769993189671059.1108439448677340328268341.1243704975397\
            142761851514391.15800757982738113728531939755751.72671090167909305342577926625186381.8383594786503577726254\
            6791066217463181694871.7795715832061059635959874930888227896721833931207692221905493616151
 591    10  2.13.9851.31453021.5587380752269.741019334164502879.3263687409355178360703349.11472574961994477441469621.58\
            733573000937067164211172290216978734891718609.1297931638296537753610127016885005621294697337796976489107385\
            3742033067794716586901915822300411352498964390167742044491133451784064929308477141
 592    27  2^6.5.17.41.149.193.593.18427.107671.410257.635809.953861.13097927.56737873.268282561.3891902129.1718912870\
            3.9537896093307601.31199592961514012689.142659759801404920771391593.4106523677041507922228794417.6542134260\
            47087993082757134261389489984738053043028553665169874934682006676985103528469166304838335596389335777
 593    6+  2.1187.694542949.1350773353.1115284110713736819943648961041196747319825421489.34495006243202139969613861257\
            91421316941470982522316991016623574751665694002753258945125987420926496792882831716421235679845113738287049\
            827790473387971922837940448285175476765117017467643378873239630423908160887591
 594    38  2^3.7.13.19.23.37.67.109.199.397.433.661.757.1783.3851.4357.8209.8317.19441.19927.25411.99793.176419.318621\
            7.20282131.337448233.1182737161.2413941289.7899901813.378450588583.370231459035769.10165682236858831.488537\
            2291761429931.12812432238302009985937.51107190998900784748479905384773.220201630357262599449731639589898237\
            98317763239269477
 595    19  2.11^2.71.239.1093.1871.34511.81010441.2664097031.3200519281.52864515971.2663568851051.862970652262943171.4\
            4626806191326911791.397881837642577477902049.20036793671274541049376611411.11546016826525957562241175890655\
            3741.77175138663560542356818470541491531793560893604281254966756060423644027078779729864971515861
 596    13  2^4.5.7451.177941761.1869419288028691397.773730017821540692623612357.4482722618976860674653013440107317.687\
            8046306591338324108989767203186713.46509804063632583432467217805311362636553293639540930405531.105156891833\
            6460460059183496232561286049703082802788281631128737302138322540716815212169649323641
 597     9  2.13.1360648969.73783203733.293366430131930353811221418233.6630293477484412123587586871701728361.1109029709\
            53020998760372036298330712066931713186888935429.88450577466073601015785440620429198112288034198621603271000\
            45773.139355814079198605770454989794467080215428937264175259260184574197954802668961
 598    15  2^3.47.599.7177.398581.797161.10997221.1001523179.23535794707.2886381073947332989.8661965714512154562493.36\
            91818618067089153032376872670263730514071816623029355312994160640382894707.16943641892821946294951132483239\
            5679850022226340828931742987157242307744979595721964651249228020759314482788103346384616713
 599     8  2.15214538903.1666033953246993576905689.11621341565257598111021473.463863815296317703220841922489739.230941\
            609196548964668124778957274786501.116299206023397239536920319253925869667382606684529884846610766493.851007\
            209716325839490926468399878767818730257257664209483386313270811943574926239808640769
 600    47  2^5.5^3.7.11^2.13.31.41.61.73.101.151.241.271.601.1181.1201.2551.4561.6481.8951.9601.26251.55201.119101.133\
            201.298801.391151.394201.1530601.22996651.26050081.42521761.47763361.18055139801.61070817601.2098303812601.
            61459926512826500975801.438156091706986101113661638401.2229552891865882714320177992401.49862253367266506870\
            363997175320419426913019201
 601     5  2.6011.31857353131462393.280046742341301374601452645724586373020825738763.524151880437296755307745152958604\
            76346469968032428052061842151017724184934611274448494566256002982023794501940422462188223359376702761254178\
            7410026957271652347517460940131821804052505148027791117759739950829754540932049
 602    19  2^3.431.547.1093.8127001.921928537909.1102374554737.21694424885281.194832580010527453.380808546861411923.82\
            064241848634269407.48377449208645126517403.27004709699914913139678709.31575110690775101163983809.2954696283\
            347370339434959009.375729253270103380868118707467.1637488491377023232096661007236924821107539941341
 603    14  2.13.757.31357.33769.221101.1089421.1702811701.441019876741.963047351557.475384700124973.266307354039135126\
            408248940363638835557679301537.606888680894320302113812772385855126907748678398622467309.181383753619550787\
            0507897907552893692773806721206414118471720356094476427758151788628327607239386012097044188797
 604    16  2^4.5.1511.7853.472027.645979.6263783.135286639.64745079361.138448913507025345101.9056732307035506906010034\
            73107008473103084254587061.6726812506767780473723505133857482672236342795606501.113316662798168272918141578\
            456641222561960450430816200289521345402486114806259479707930463633218563918097131006164313617
 605    17  2.11^4.23.1321.3851.11617.81071.1719364021.3981923614021.560088668384411.38532276146138797331.6578904115452\
            72648205502849240259841.16285121142249140363782108952956635196636630939017731.89147243233393875067782471836\
            5693602050046587081708026251107816013595621941688966286020389587243147231755450938272504084401
 606    18  2^3.7.13.607.1213.379963.33034273.465092326319.6024412974817.83456172594763.50316775668019759306202964023.3\
            0521057148658128808127704776211.36663502524978969064590048175123903.464114346100971670261030354878981449019\
            613.1017291527198723292208309354658785077827527.326636194545584172162542275245797314912866877527529
 607     4  2.2086414114912368934845698889752452759455632789377648284275990116236503745140234728069.1204634082559670535\
            78135908158245347326036064518355187873832329408825869652943374488400197042063.81529721835493524725988100443\
            970680738653595633187211135428836315200448881013673156176891838179958882238447519
 608    28  2^7.5.17.41.193.761.1597.2851.31769.101917.363889.3302353.5301533.21523361.440889377.25480398173.1035281038\
            47937.278733912072436804273.949456477544482173089.70945297549386869505761.507451442443788899165240329482668\
            362950054541832902585238747279444641.83778923989427602290731411437705844572792550119941730716001685988768161
 609    17  2.13.59.1093.2843.28537.74821.368089.735673.2947561.20381027.32234893.150224123975857.2138662632071226913.5\
            0984930600938790172697.45710553733635551271263934571653147487690442652554544220310250384660059.922989770837\
            79784180516819406709594226413982076258840301369133290106216263751406704961687765981714483458745271361
 610    17  2^3.11^2.61^2.367.65881.603901.4919054377091.105293313660391861035901.86630432442539925437931403.1859202124\
            8825401749096753771.46229214937048975901175732207117334435811.144292067692894029928776589038168491785927205\
            865834517921.3780940774327417096427333628085657650951953938360087497112810947799702922743303405471
 611    12  2.1223.15887.21997.797161.5112661.96656723.5633044847.15622035118631803488169965683.14652399720340093144861\
            352182330341522792941892683758508113.1481247318971547722760071618507137280994610718537744680332486194431404\
            731.5161578888007532626635327710658480660902662394167981964993393418047465113612725527943291841
 612    36  2^4.5.7.13.19.37.73.103.307.409.613.757.919.1021.1871.12853.30091.34511.436357.530713.956353.49637281.12915\
            9847.1138519513.1743831169.6213394261.35106034213.99810171997.133395235891527691.123343105382171675857.1876\
            68407555352123529.28090626041813012073462457.35607030658709229193260575885656871661172155836614988480437189\
            045361490821238551017
 613    3+  2.35867857.416479584860717550871095104754726835397689793272281425564990930809782746743338684292703409392893\
            59666397509411012567056759605912751013595380416745598122858354832201791834006794276295882214115764490080160\
            4706065888246283462495837376187025084541700732692745355086321654750853660603168873
 614    10  2^3.7369.174991.10610542242923144869.1209358403350153553775181.12520075588583927119861814363232286506618933\
            6476739882561061.463589923048103974833363680067398466209526387777421323487542406934133841256413.11665479581\
            585055349598973071696589607991946673408334574649356416413027107729461307877711679909644074637
 615    16  2.11^2.13.83.4561.6971.31981.51169.1195561.2526913.86950696619.1999827817517387044561568810795329.136208679\
            7533369884718343037628515311025580176953784595301.656014262570688827408083292697668196087284247240671872421\
            17750270751.421633347816774477312568512935355512995267621932928675226625496883164556883743599102159141
 616    34  2^5.5.23.29.41.67.89.547.617.661.1093.3851.5501.7393.16493.430697.570461.647753.2382953.9281273.19593113.51\
            457561.4765079089.7151459701.56625998353.76831835389.671352452318708161.56495392933101222275861053369.29741\
            12460006073547613794168096436806641.82707137908267932623447698116964581258007761938981697439001427487427792\
            8477367235161
 617    5+  2.23447.252971.21406199.95298614552418566768877488427142621753809890261903820872892604548264399727101473058\
            08291197985022493146677197751856151195377038959493963476509123022981790892070470374740724779763590601492536\
            774373272446186418623125092377247292290799970535418890944374874367426049608090440723587
 618    19  2^3.7.13.619.1237.2473.16069.48823.524683.11719753.3661040653.18099109531.543331633447330149089377.15350907\
            13229126909942383374434289901.3788734765226760304517052348776005195050727.695759652988215296899222525183588\
            7181478451547013.749335951439164525377086885547523308245903253216162065126714079755203786701196169473212913
 619    7+  2.13619.36443481348671.2257167262279770349.2722459891306289377.18122224759963741448389856152540213.19702659\
            56206997594307582639039857775432266559293790914830337012648803569770117792193334346877766523304231090218078\
            91424235621704455516575302488874366981598014065631992991706816887348235825924592355603362433
 620    28  2^4.5^2.11^2.61.311.683.1181.1861.6883.102673.896521.4404047.1403808961.2860659169.3586225081.9500438809.22\
            434744889.33131555630426311.318620421994509961.121462982451478217731.179763013204123307825981.1078579799806\
            668629607014283525941686969924751.2226334736647056431246129054859612199458550358028850221190181891153218022\
            8136507260301
 621    18  2.13.47.109.277.433.757.829.1657.4969.8209.8860429.1001523179.2461243576713869557.301565425726996051177.134\
            738353536933730552513618349505999724046176185208477.5603781017012860748521570299821539587375399238147204190\
            9493199033.5816709168778200406213831925495457709609387513248926013657812925728744917307116476553171561962781
 622    15  2^3.1867.3733.14929.365446771.12460588823.18359463907.79080104083.873069502041694941443.2241207330424850668\
            586082361185081412667449.99816016210593432266172090369897690938944158421.4106989580076626704169441713585338\
            241705649645280062323467630079.133214903610334121745028373807408359032562882470844866249400730761994821
 623    9+  2.179.1093.74761.560701.1611479891519807.31913270330707901231027.5042939439565996049162197.4147172640819890\
            23537774430989183658624448252278617550241194949134500924896331484788397519301639458592459103897463781918770\
            412439840697566815309699671925588424372062974544737940142252338929666371146624425815911639590783
 624    44  2^6.5.7.13^2.17.41.53.73.79.97.157.193.313.577.769.1249.2887.6481.6553.7333.10141.13729.325729.398581.79716\
            1.33616129.309746737.475356961.2093124281.4795973261.136490566369.37644053098601.271722723752757889.7810345\
            206130739694241.4765489261836814334614753.237093163901955071601055777.780464337846444296785447886881.207951\
            34293690804171286866969789777553
 625   13+  2.11^2.251.8951.391151.667501.358291751.14781691751.391632555001.989947158849251.18804206697273993598279725\
            01.28968127467582283414270645697443778335241098858518280893556999537825962749056762330545460352914662881066\
            335372179416432370433119908507678143306308375012225971776006825677440137485638201117194921269241425001
 626    12  2^3.1879.2370037.3391669.22756646221.3759897752153653302941126019779.27146755344085760464093169821510683039\
            18417599.87798071532231129398615979130043763229271547450248050603.45110084625218521143212774153313793738936\
            23015839928733115961370993.4285083204216793670881206944784914367460777382616505551785322361372062637
 627    19  2.13.23.229.419.1597.2927.3851.248749.363889.930469.1824179209.2413941289.99381983898121.340838185560681043\
            030809047.1020265053327423164430942961.1222487396439951792867078883996125166979.308580219025237580465269938\
            73345823027038680972853.28613243270723344138855572208287730535386439501558671943986049488900396861139247394\
            7769913
 628    19  2^4.5.9421.11933.252457.852197.1908149741.3381925092493.159420524134654609.9891109125337566719.893695725392\
            680413744461.32129434337475049222622287.156438005527933564247063011.128381076850727093138286772977388231478\
            3.9669952353679047877391540252082821855680739202577469.3904432082792431650202475856847284498647844296627032\
            13
 629    11  2.1259.1871.34511.227699.13097927.376871641.773035969.17189128703.31744304162022751798457757193.16684209597\
            06537978140124906758637580166038691946784771504789310953996449782778705462710582585377911616005315683913339\
            9084461049623621048936155267704320705071034511639269367049714933184921366554142127033054350900592599953
 630    50  2^3.7^2.11^2.13.19.31.37.43.61.71.127.181.211.271.421.547.631.757.883.1051.1093.1621.2269.2521.4561.6301.24\
            151.368089.387631.755551.927001.1571221.1616161.3369031.3454081.70755931.550554229.2664097031.26751945361.3\
            74857981681.14304604474441.28546729429051.30516557898331.144542918285300809.879687739198168741.335422140063\
            430947448491304902193015341719353456516541680805341
 631     6  2.6311.7573.22717.362915751904864153.1468786928271368117843956895401468839516102667107491254002301676873942\
            76019725386070161716419491717792488197498058404223477665994705507639673813698271011100813577918103255615381\
            17285834949883420957464278805393083461485720574249707027142904596605377963640267325116976330891
 632    20  2^5.5.41.317.66361.362738297.432853009.327220181191.392038110671.27214039358257.145171177264407947.56723906\
            0331150635317.10393819190815276250780568850989337.73675624514425268628805034064478665461.920554803795890198\
            5090841643917225013086393.790799838778775355881127621676295765754535818332430690524182335906215776311651387\
            793
 633    13  2.13.2111.909618469.962188370639.54046656969013.5676687374958905209.7850096263354171306561.1695949409060064\
            182746451.89432834207930016969865153.22260233052088235975354234411.1340383495885012549173472320086429114327\
            22662713.1989600224933892767815754876758967083786224728196856876134603762657351447652048153429705728452989
 634     8  2^3.3493595928049.199057440042898163364095413.76824655095930309016347566008213507.1271032522453236127054692\
            8237682575636745569160170389254100773596801505598003051745765802129086629199490093597013.575277165151688053\
            01518081894378217354338616431161859310399702927298973147371258119477233264821539853770687247299863
 635    17  2.11^2.5843.176531.321311.502921.681229.21520151.23804881.76082653.92982698379603421.142177842707433961.301\
            515315752300874236564235591357673.576026039706498031445759844248008573861.206853457008326137462742007128138\
            73539005195191158701.18431500882548527807355363903413307733435270533319736462068525890749054861760307459417\
            593721
 636    24  2^4.5.7.13.73.107.24169.48973.90313.78719947.609422621.1481588501.712550912937217.61557605176233223.6166308\
            79940461849.3747607031112307667.395794533062864139307.2769035095381770614187391.460740683381672021327601001.
            40559607827224525043263763418498193.31358687027656885515206202718116553374642186413651727297597519648451812\
            77542192969
 637   13+  2.491.1093.4019.8233.51157.131713.797161.1136303533.4011586307.820770941835878611943.3745603812007166116831\
            643.3156439167503149039682031313029309461022355821597909431750651801843384290976138899826226210362999299865\
            223832180765632135173761937051306978611063259036509633335185498094812273385176198012893035803017196744753699
 638    21  2^3.23.59.67.523.661.3191.3851.6091.28537.5385997.20381027.85209367.1088976043.113164935467.804689700797274\
            7.26425387421490471188793734763177943613329.274285258218630294462581832587636222138627169383117005236010981\
            8510078843584437.701057272799566310127067795852076969776228659282687534649910159765401995541283485232939374\
            24334207503
 639    14  2.13.757.2557.5113.7669.499396023937.22716867932413.115264393627813.3613512804721129.8141739904937449.89665\
            588664737776553.3754733257489862401973357979128773.29711656168406316016225198376426155171371043436040880008\
            52436710822744534335580285050186699259606283998807128229947638633758700778967412212751071313129133856529035\
            201
 640    33  2^9.5^2.11^2.17.41.61.193.641.1181.7681.14401.15361.8194721.21523361.42521761.700984481.128653413121.597747\
            428754241.926510094425921.4151768361337614527605197761.1716841910146256242328924544641.28397982622373521334\
            40978975949121.18380017664934905727873734787109209721392456445753837601448445082079511683020336150303188071\
            39540281503414967681
 641     5  2.1283.24359.306161625407724378078632597290743103609.357155558022587704438185878422117571236948700112913317\
            58115049954916049980345724133704589658004842101999421164925234006468822476546652331192339707849885695424262\
            481195155778408293691834811871267179500215588672358105058683845407554881984514234969017606738172037
 642    21  2^3.7.13.643.3853.6421.50077.100153.229837.2428745707.6961772887.121796293627.1276775957917.64343166735091.
            8459752648176649.48965028505045123993421250406516036571557.161902816442869803284454722064488502231637.43756\
            17272295428356111030724847180250451293.30937754051400438832929502193727964567375130037622980304415886283068\
            54600509966509
 643     6  2.7717.169954143652402656485399.5032095621171876450363150843743.9040913928888082019453392591703043458396967\
            6709199.515460405956894318501686990707488403560719460083908609741900259547632929409020508705159986501940829\
            2856290873988895168459075226419872679867783434831530272201134036951051800978198159412470454796787823
 644    26  2^4.5.29.47.547.967.1093.1933.3221.14813.16493.339389.1289933.12553493.1001523179.23535794707.35348799361.5\
            468575720021.70601370627701.214401218719540398701.124512589982501120520678542758850232589558399.63696121604\
            6002471921398696960338364910115196955450597747751689.640129829628665817227976645835499264794342994529057600\
            1215860910257049221981
 645    18  2.11^2.13.431.4129.4561.59341.8477881.2199072289.8871459380575801.380808546861411923.1449112548109132091077\
            4351.912851565662857110894244969.13433188106347598163359915928450709921.27511962285921090406641792357510385\
            01334842281.781053905037712555192394595228515676273221687831.1519151051322999908463754375854120052428983429\
            609984806501
 646    24  2^3.103.307.647.1021.1597.1871.2851.34511.101917.363889.1600789.39039719.122985481.371973907.521988673.2913\
            4285181591.7838445147111847.228305540799690255462485437.1848212935645687272656073991399.4348448310897886515\
            372957809099004517231.1457742050912432487882886982855202977970626666076709767709536182475572907113620719550\
            53996647333431708403483
 647     6  2.9059.87531337.633889439015543.442835641420911902056735643278356653800144245791.11192365968916168950034674\
            05967067249611710940171567819851064871679690492836090987855753860718290056480514296414433042813621272551027\
            735139068901405067153716382785458952869740614865316910665266748384629649131911877574935087364844889767
 648    40  2^5.5.7.13.19.37.41.73.109.163.433.757.1297.2161.2593.3889.6481.8209.15121.19441.19927.208657.224209.530713.
            1190701.10512289.16569793.5879415781.282429005041.3958044610033.12557612956332313.150094634909578633.118103\
            20998429450817.82434619394313344569.41019075946094411081052200020897.37335915159283655922798140571178999561\
            3120526675324700281825308398799178576459281
 649    11  2.23.3851.989909317.14425532687.489769993189671059.673916750371782811556809634401.4233270542451280027181713\
            85159536210624237.3175352444333493765540976162522161114881431751.150854220680477012559969576608904459827326\
            33519169170463921377.26485723489188535729347271655440352444010293137970906420456027758672570330318922495812\
            9103
 650    23  2^3.11^2.61.131.151.8951.391151.398581.797161.3701101.22996651.110133112994711.24551442094962901.7988981024\
            7805351.8312746779419155403851.105919308797935444986721.217520261488056211634951.27612401161496267925537524\
            217847751.535434479268147803380664430887701402848403348378116486001.198871128342119486211303980203849704383\
            433429349604275182001
 651    18  2.13.683.1093.1117.20399.102673.140617.368089.4404047.4606477.103910017.24040333283.20545698698839917414079\
