Factorisations Of Cunningham Numbers C-(3,n) = 3^n - 1

Canonical Representation Of Factorisations

1. Factorisations are given from smallest to largest factor, with a period '.'
   separating factors.
2. Multiplicity of factors is indicated with the carat '^' in ascii tradition
   for the text version of the tables but not the HTML version.
3. The backslash '\' is used to indicate continuation of a line, the decimal
   digit representation of the number does not stop but continues on the next
   line as if no break had occured. This can sometimes make for bad breaks, but
   such is life.

Notation Used In The Tables

1. #Fac is the number of (non distinct) prime factors in an expression.
2. A plussed #Fac means that more prime factors exist but they are unknown due
   to an unfactored composite in the expression.

========================================================================================================================

   n  #Fac  Factorisation
            969.26273701844015319144827917.5042697757897197583937774496999119335532852173.96204592550401464761305884120\
            719794990493457611613148273892749.1293879883598886800063198573907938901386542248569333911238460631692677530\
            732234497136903393
 652    15  2^4.5.653.105451873.380998157.8483499631.5227348213873.8882811705390167.4956470591980320134353.350717106095\
            7186767994912136200333814689659449.6351885141964057411259499526611848626072045955243.1326290578404372337003\
            40256676181210815404382831772686800451868848532620412724278105428771691382890569577153531961762590484982180\
            2388801
 653    5+  2.1307.634717.166588056729719.13141645752790347721710281291537988177060592072793442820759181410336075036349\
            46100712670635143678310340868291120727476137661051946252791245516333614553474960648848754568948763870778253\
            571184966209901080511062296116532464405045357403040997298501769570981317292010014680206612437379690346801
 654    26  2^3.7.13.1091.58207.122953.1340701.15068161.521402591.1347690607.1992772009.3499901929.55471745029.23978980\
            6103.262434507271.5933538193981.7696680097963.386216700924079.27866471458012723.10624346875389299603.171945\
            0029812245459679.71362206699266975602787358302764519.714322353831283890903559265735120995717.12118616558289\
            44988757424113641129373886149
 655    8+  2.11^2.263.144410471.41455160705149024808959921.60519958859114400310088130657440685166028842774039488582817\
            1.141766891010411884282251645515520448381694128110766665296101993470874129370103036282352830740016034153235\
            12837225418672497007259897433797632444043168928701190632405243522904151296303585581656200187153528541470052\
            151
 656    25  2^6.5.17.41^2.83.193.2297.33703.1365137.2088869.2526913.32326369.110767897.86950696619.270547105429567.5749\
            33708017116710865237.4416948778093214786738702801.708875789045314533431144332280179311005850554197040082019\
            0920577.791474124922319611595043324210759366880183657398749240593336952547710544527406853861682248455545776\
            81118801766841258273
 657    12  2.13.757.11243.20149.135781.15768033143.58791747493.9460375336977361.25877411615354252047713639767630722547\
            92575423514277924289333901.22324695509968036717851729911622805868649182740640630903099317857624881212619777\
            3842306861.959205752030334237761784177194302102713159727711571661358196295979385128878524343113805245291761\
            1811066337
 658    20  2^3.547.659.1093.1223.16451.16921.21997.256057.5112661.36913801.96656723.177140839.94041956807.153417994785\
            1.24677078822840014266652779036768062918372697435241.400318160467994443571487873124349164075005073222962674\
            5806931766431.317083975623895726029454501348555070043383280073363762474340273100643597444663907626897985126\
            196650572783144889543
 659     5  2.1319.5825636900029.642909136700440706267.2680026317816159262417700752711909868081504128545076241434843852\
            06767722366174435182214775844986815766469949504192594292524709913242190017668479444423359509741828643695399\
            14956113645957026215298319005795747896390330930666991261928070808309790417095947629478413576160114896682149
 660    44  2^4.5^2.7.11^3.13.23.31.61.67.73.271.331.661.991.1181.1321.3851.4561.4951.5501.25411.50821.176419.177101.57\
            0461.659671.1286011.47763361.2413941289.4968781621.11123788282861.24472341743191.560088668384411.1113269498\
            38019521.13490012358249728401.927319729649066047885192700193701.4183739978746243239852385111562221.17686652\
            4087860744584118689063694356357715157683631402084481
 661    2+  2.119156948837539176142231670831183232932304792468495134216536410951102768603078977162287647314204373492855\
            99945496216771395433619217910664146687061690099836221581255289690022966955631888717695770900314341665519943\
            32171157149175662724075624628446300194055704435628333691794534362537401647968222588095028738658072947801
 662    14  2^3.184910503.1581832451.16312845121.16274984685283.9738001250783041.772367299364858804002166689.4183817855\
            0476828789641439099.126654463797783802907215861464223.176240687562311679115825721867431.5306544643536674680\
            92169451245888744365152829791.30874739402121857894569597673284066478183237515756317060693931399924057218252\
            72733020818593
 663    15  2.13^2.313.443.1871.6553.7333.12853.34511.797161.99810171997.186130617349.609236895843427913986429071848083\
            86306560206807547243570697195224906504237067588551869427.12718753829259219755982051504674258570381083616175\
            59095496393143890070303246169755562184491875880959707023995933156666624345115233417093417010517233437538112\
            5472201701585869
 664    20  2^5.5.41.167.499.997.12119.2466097.2591261.1036745531.6956557366277.950996059627210897943351.81320172571009\
            7952736361977.88353295700662823099667599460762780905604112393714626601849.458427808464599360198958190584523\
            975568577060978636244306691569817.6747948513126009161602544016133565454877350460460043595370411227698440127\
            256089215249011193
 665    13  2.11^2.71.191.1093.1597.363889.2664097031.8757948941961838067.78958087694609321439660131899631.257513776243\
            156826379279929309507.1952017759343020901578465268521758806123788309662043230618188136880948441983483727489\
            54086532447242145321401055909636088157126823701491255873796824306824956676130190722951355298387065039607189\
            459297757591521
 666    28  2^3.7.13.19.37^2.223.757.18427.94573.107671.13097927.18702169.25709599.56737873.78539161.119779213.11790997\
            21.17189128703.93463940382121.64326272436179833.2628354173876461837.6962353413269964253.7135291810900450299\
            00916938579427981.50808749612587553507324600395708176734541295021.35529430407888638528418385067893448371916\
            32515742882433271057428704799390413
 667    9+  2.47.59.28537.310823.20381027.1001523179.55455709996667.311991118091587868860145798134708228081068089125960\
            12734959582688581281337232959409628750050442400847492244930430773775820333279843098271932560370061651288793\
            57642942236833516649846043858756924828906051611193268216475617625739736426745412908919672597635474494043860\
            9996593381
 668    15  2^4.5.58451.88177.1767863.41332144291.196098784741.10063060897082377.1190204597436709967401788193.260551495\
            718621260054268273374657473120059796409.1473759805801789118598508577921021242424939524192662637837.19181274\
            16339086839957280704867399892469743259693971389112178823304343718367857739777936211327787357680909545284124\
            65781136039384249
 669     9  2.13.2677.1167176831079433.3667711380899203564933.54473097204950819531444809.114913570893607451412008904866\
            479302563550673.229523806583019160757328140035039965995090154366780957756461054952218263816107757.365245395\
            89842697603658277976873319073504486170852455161627362303668092595263530600174357069970109554740451787687381\
            781767979481
 670    17  2^3.11^2.61.221101.2313511.5390821.20391451.441019876741.475384700124973.2791110259168381.15511091452315258\
            81.4299412981246169975118907.165502429185429855799473591987147310381772622255179575998253018234819391789003\
            96192547493300141.21874286775542676231194121910831008845879204261363762378955343185717062356139037829217194\
            5441992861442756206821
 671    9+  2.23.3851.8053.178487.603901.1144727.105293313660391861035901.759272741901324119022484527104486024389448141\
            35241702342920051110308686868017786316117374183063994668091304722240318625349175811883624616310554953215750\
            58611564956589275529389801103927696434751628498821568977356862824553244485099861720147441916910680094338801\
            718751600733
 672    51  2^7.5.7^2.13.17.29.41.43.73.97.113.193.337.547.577.673.769.1009.1093.2269.2857.6481.13441.14561.16493.19489.
            45697.76801.101921.167329.368089.430697.643553.647753.21523361.67765601.109688713.378369377.2108826721.5685\
            756833.24127552321.36214795668330833.473451024093683360527418040621798755737921.404837669633043683971888083\
            55708718283085366457600758273317693320515710595033826126408219521
 673     7  2.1826415879755569.4989166368238892867.15964393398656515639633.162738636085359957907179241.5186650996408543\
            60708523609062187.51572317913872311911757951912300318150951529010852992713056410188808223669031456108513305\
